name,height,weight,reach,stance,age,dob,wins,losses,draws,height,weight,reach,str_landed_per_min,str_acc,str_absorb_per_min,str_def,td_avg,td_acc,td_def,sub_avg,win_percentage
Lyoto Machida,1.85,185.0,1.88,Southpaw,39.95,1978-05-30,24,8,0,1.85,185.0,1.88,2.47,0.53,2.55,0.55,0.0,0.0,0.5,0.0,0.75
Mac Danzig,1.73,155.0,1.78,Orthodox,33.95,1980-01-02,22,12,1,1.73,155.0,1.78,7.86,0.67,6.95,0.62,1.11,0.28,0.27,0.44,0.63
Maciej Jewtuszko,1.83,155.0,1.83,Southpaw,30.07,1981-01-31,8,1,0,1.83,155.0,1.83,3.0,0.52,3.0,0.52,0.0,0.0,0.0,0.0,0.89
Mackens Semerzier,1.75,145.0,1.83,Orthodox,31.33,1980-11-03,8,4,0,1.75,145.0,1.83,5.29,0.62,5.29,0.52,1.07,0.2,0.0,0.0,0.67
Mackenzie Dern,1.63,115.0,1.6,Orthodox,26.55,1993-03-24,7,1,0,1.63,115.0,1.6,4.38,0.4,4.38,0.4,0.46,0.08,0.08,0.92,0.88
Macy Chiasson,1.8,135.0,1.83,0,28.56,1991-07-27,7,1,0,1.8,135.0,1.83,8.14,0.63,4.13,0.61,1.15,0.25,0.12,0.0,0.88
Mads Burnell,1.73,145.0,1.75,Orthodox,24.23,1994-03-06,9,3,0,1.73,145.0,1.75,4.91,0.6,5.32,0.66,3.45,0.47,0.62,0.38,0.75
Magnus Cedenblad,1.96,185.0,2.01,Orthodox,34.61,1982-04-10,14,5,0,1.96,185.0,2.01,8.42,0.72,6.12,0.67,3.34,0.64,0.67,0.74,0.74
Magomed Ankalaev,1.91,205.0,1.9,Orthodox,27.74,1992-06-02,13,1,0,1.91,205.0,1.9,6.01,0.67,4.57,0.6,0.68,0.33,0.31,0.0,0.93
Magomed Bibulatov,1.65,125.0,1.65,Orthodox,30.45,1988-08-22,14,2,0,1.65,125.0,1.65,5.22,0.59,4.77,0.57,2.85,0.4,0.3,0.0,0.88
Magomed Mustafaev,1.73,155.0,1.8,Orthodox,31.56,1988-08-02,14,3,0,1.73,155.0,1.8,3.48,0.64,5.3,0.73,3.31,0.5,0.62,0.41,0.82
Maia Stevenson,1.63,115.0,1.57,Orthodox,35.88,1982-03-19,6,5,0,1.63,115.0,1.57,2.87,0.69,6.53,0.71,3.92,1.0,0.5,0.0,0.55
Maiquel Falcao,1.8,185.0,1.8,Orthodox,29.7,1981-03-08,28,4,0,1.8,185.0,1.8,3.6,0.7,3.6,0.7,1.0,1.0,1.0,3.0,0.88
Mairbek Taisumov,1.75,155.0,1.85,Orthodox,31.08,1988-08-08,27,6,0,1.75,155.0,1.85,3.12,0.37,3.12,0.37,0.0,0.0,0.0,0.0,0.82
Makhmud Muradov,1.88,185.0,1.9,Orthodox,29.83,1990-02-08,24,6,0,1.88,185.0,1.9,5.04,0.42,3.26,0.36,0.51,0.25,0.0,0.51,0.8
Maki Pitolo,1.78,170.0,1.9,Orthodox,28.86,1990-11-24,12,5,0,1.78,170.0,1.9,6.87,0.52,6.87,0.52,0.0,0.0,0.0,1.0,0.71
Makwan Amirkhani,1.78,145.0,1.83,Southpaw,30.98,1988-11-08,15,4,0,1.78,145.0,1.83,2.31,0.54,4.54,0.65,3.26,0.33,0.42,1.09,0.79
Mallory Martin,1.63,115.0,1.6,Orthodox,25.85,1994-01-29,6,3,0,1.63,115.0,1.6,2.71,0.44,3.19,0.57,0.0,0.0,0.75,0.0,0.67
Manny Bermudez,1.78,145.0,1.8,Orthodox,25.26,1994-07-16,14,2,0,1.78,145.0,1.8,4.75,0.7,4.75,0.7,3.06,0.55,0.55,3.06,0.88
Manuel Rodriguez,1.75,170.0,1.73,Orthodox,27.64,1985-04-25,10,4,0,1.75,170.0,1.73,3.43,0.68,3.43,0.68,9.09,0.75,0.75,0.0,0.71
Manvel Gamburyan,1.65,135.0,1.7,Orthodox,35.54,1981-05-08,18,11,0,1.65,135.0,1.7,3.45,0.52,3.91,0.55,2.59,0.33,0.26,1.3,0.62
Mara Romero Borella,1.68,125.0,1.75,Orthodox,33.7,1986-06-03,12,7,0,1.68,125.0,1.75,4.68,0.5,4.39,0.46,1.51,0.43,0.45,0.25,0.63
Marc Diakiese,1.78,155.0,1.85,Orthodox,26.54,1993-03-16,14,3,0,1.78,155.0,1.85,3.95,0.4,4.79,0.51,1.87,0.35,0.39,0.0,0.82
Marc-Andre Barriault,1.85,185.0,1.88,Orthodox,29.84,1990-02-18,11,4,0,1.85,185.0,1.88,4.33,0.48,4.33,0.48,0.33,0.17,0.17,0.0,0.73
Marcel Fortuna,1.85,205.0,1.88,Orthodox,32.06,1985-10-22,9,3,0,1.85,205.0,1.88,4.51,0.46,4.51,0.46,0.83,0.11,0.11,0.83,0.75
Marcelo Aguiar,1.78,170.0,1.78,Orthodox,11.43,1989-01-05,2,3,1,1.78,170.0,1.78,4.6,1.0,6.35,0.69,0.0,0.0,0.67,0.0,0.33
Marcelo Golm,1.91,249.0,1.9,Orthodox,26.59,1992-09-15,6,3,0,1.91,249.0,1.9,6.02,0.65,7.88,0.63,0.45,0.5,0.12,0.45,0.67
Marcelo Guimaraes,1.83,185.0,1.85,Orthodox,32.7,1983-06-25,9,2,1,1.83,185.0,1.85,6.62,0.59,7.29,0.61,1.99,0.14,0.13,0.0,0.75
Marcelo Mello,1.7,170.0,1.7,Southpaw,15.67,1983-09-05,1,0,0,1.7,170.0,1.7,6.52,0.6,6.52,0.6,10.87,0.5,0.5,0.0,1.0
Marcin Bandel,1.78,155.0,1.78,Orthodox,25.5,1989-10-10,13,4,0,1.78,155.0,1.78,1.05,0.57,6.32,0.75,0.0,0.0,0.0,0.0,0.76
Marcin Held,1.75,155.0,1.8,Orthodox,25.76,1992-01-18,23,7,0,1.75,155.0,1.8,3.81,0.48,3.52,0.49,3.27,0.57,0.83,0.82,0.77
Marcin Prachnio,1.91,205.0,1.88,Orthodox,30.17,1988-07-14,13,4,0,1.91,205.0,1.88,5.18,0.58,2.26,0.38,0.0,0.0,1.0,0.0,0.76
Marcin Tybura,1.91,249.0,1.98,Orthodox,34.31,1985-11-09,18,6,0,1.91,249.0,1.98,6.15,0.64,3.81,0.52,2.31,0.47,0.17,0.29,0.75
Marcio Alexandre Junior,1.83,185.0,1.9,Southpaw,26.6,1989-05-05,17,4,0,1.83,185.0,1.9,2.72,0.56,3.09,0.63,0.37,0.2,0.6,0.37,0.81
Marcio Cruz,1.93,232.0,1.93,Orthodox,28.69,1978-04-24,7,3,0,1.93,232.0,1.93,4.99,0.58,4.99,0.58,0.53,0.07,0.07,1.58,0.7
Marco Beltran,1.73,125.0,1.75,Orthodox,31.39,1986-05-18,8,7,0,1.73,125.0,1.75,2.86,0.42,3.26,0.43,0.6,1.0,0.38,0.3,0.53
Marco Ruas,1.85,210.0,1.85,Orthodox,38.48,1961-01-23,9,4,2,1.85,210.0,1.85,2.12,0.57,1.42,0.54,0.58,0.67,0.33,1.46,0.6
Marcos Mariano,1.85,155.0,1.93,Switch,32.94,1986-10-12,6,6,0,1.85,155.0,1.93,0.45,0.39,0.45,0.39,0.0,0.0,0.0,0.0,0.5
Marcos Rogerio de Lima,1.85,253.0,1.9,Orthodox,34.66,1985-06-25,17,7,1,1.85,253.0,1.9,5.56,0.63,3.98,0.58,1.35,0.6,0.62,0.0,0.68
Marcos Vinicius,1.75,125.0,1.78,Orthodox,33.75,1979-12-05,20,6,1,1.75,125.0,1.78,3.71,0.62,4.2,0.62,0.0,0.0,1.0,0.0,0.74
Marcus Aurelio,1.78,155.0,1.88,Orthodox,36.03,1973-08-18,21,10,0,1.78,155.0,1.88,4.62,0.51,6.57,0.58,1.51,0.16,0.26,0.9,0.68
Marcus Bossett,1.85,215.0,1.85,Orthodox,16.33,1980-08-08,1,3,0,1.85,215.0,1.85,0.27,0.67,0.27,0.67,0.0,0.0,0.0,0.0,0.25
Marcus Brimage,1.63,135.0,1.8,Southpaw,30.28,1985-04-06,7,5,0,1.63,135.0,1.8,3.05,0.37,3.16,0.38,0.85,1.0,0.33,0.0,0.58
Marcus Davis,1.78,170.0,1.78,Southpaw,37.36,1973-08-24,20,9,0,1.78,170.0,1.78,4.96,0.49,6.15,0.47,1.46,0.38,0.29,1.17,0.69
Marcus Jones,1.98,265.0,1.98,Orthodox,36.31,1973-08-15,4,2,0,1.98,265.0,1.98,1.93,0.53,3.29,0.46,8.7,0.75,0.0,2.9,0.67
Marcus LeVesseur,1.75,155.0,1.78,Southpaw,30.4,1982-07-17,22,7,0,1.75,155.0,1.78,4.74,0.74,4.74,0.74,3.89,0.37,0.37,0.56,0.76
Marcus Silveira,1.91,242.0,1.91,Orthodox,15.23,1982-09-30,6,4,0,1.91,242.0,1.91,3.58,0.71,1.61,0.53,5.38,1.0,0.5,5.38,0.6
Marina Rodriguez,1.68,115.0,1.65,Orthodox,32.61,1987-04-29,12,0,2,1.68,115.0,1.65,5.98,0.52,5.23,0.5,0.25,0.2,0.15,0.25,0.86
Mario Bautista,1.75,135.0,1.75,Switch,26.61,1993-07-01,8,1,0,1.75,135.0,1.75,8.21,0.52,8.02,0.54,0.6,0.33,0.33,0.0,0.89
Mario Miranda,1.91,185.0,1.88,Orthodox,31.13,1979-07-12,12,3,0,1.91,185.0,1.88,6.67,0.61,6.67,0.61,1.55,1.0,1.0,0.0,0.8
Mario Neto,1.83,229.0,1.83,Orthodox,24.23,1982-06-30,11,5,0,1.83,229.0,1.83,2.27,0.55,2.27,0.55,2.84,1.0,1.0,0.0,0.69
Marion Reneau,1.68,135.0,1.73,Orthodox,41.72,1977-06-20,9,5,1,1.68,135.0,1.73,5.94,0.59,6.05,0.54,0.22,1.0,0.46,1.31,0.6
Mark Bocek,1.73,155.0,1.9,Orthodox,32.48,1981-10-24,12,5,0,1.73,155.0,1.9,5.28,0.62,6.8,0.64,3.4,0.32,0.48,0.6,0.71
Mark Coleman,1.85,205.0,1.9,Orthodox,45.13,1964-12-20,16,10,0,1.85,205.0,1.9,5.22,0.67,6.22,0.69,4.56,0.47,0.67,0.0,0.62
Mark De La Rosa,1.68,135.0,1.65,Orthodox,25.46,1994-08-31,11,4,0,1.68,135.0,1.65,4.47,0.41,4.83,0.43,0.73,0.16,0.18,0.24,0.73
Mark Eddiva,1.73,145.0,1.73,Orthodox,30.09,1986-02-16,6,3,0,1.73,145.0,1.73,5.84,0.58,5.84,0.58,1.45,0.22,0.22,0.0,0.67
Mark Godbeer,1.93,240.0,1.96,Orthodox,34.32,1983-11-22,13,4,0,1.93,240.0,1.96,6.05,0.63,6.85,0.64,0.0,0.0,0.33,0.0,0.76
Mark Hall,1.83,190.0,1.83,Orthodox,17.02,1979-11-29,5,6,0,1.83,190.0,1.83,1.39,0.84,1.39,0.84,0.0,0.0,0.0,0.0,0.45
Mark Holst,1.83,155.0,1.83,Orthodox,25.17,1985-08-14,9,3,0,1.83,155.0,1.83,1.47,0.5,2.32,0.73,0.0,0.0,0.0,0.0,0.75
Mark Hominick,1.73,145.0,1.73,Orthodox,30.33,1982-07-22,20,12,0,1.73,145.0,1.73,6.18,0.57,7.44,0.54,0.53,0.67,0.43,0.0,0.62
Mark Hughes,1.75,205.0,1.75,Southpaw,27.1,1973-10-13,6,2,0,1.75,205.0,1.75,6.8,0.87,6.8,0.87,3.0,0.5,0.5,4.5,0.75
Mark Hunt,1.78,265.0,1.83,Orthodox,44.69,1974-03-23,13,14,1,1.78,265.0,1.83,2.25,0.45,2.25,0.45,0.0,0.0,0.0,0.0,0.46
Mark Kerr,1.91,266.0,1.91,Switch,28.82,1968-12-21,15,11,0,1.91,266.0,1.91,6.01,0.7,4.46,0.7,8.72,1.0,1.0,2.91,0.58
Mark Madsen,1.73,155.0,1.83,Orthodox,35.45,1984-09-23,10,0,0,1.73,155.0,1.83,2.72,0.46,2.72,0.46,8.33,0.64,0.64,0.0,1.0
Mark Munoz,1.83,185.0,1.83,Orthodox,37.26,1978-02-09,14,6,0,1.83,185.0,1.83,4.59,0.68,2.53,0.6,5.41,0.42,0.4,0.77,0.7
Mark Robinson,1.83,265.0,1.83,Orthodox,14.61,1986-07-17,1,0,0,1.83,265.0,1.83,0.29,0.5,0.29,0.5,0.0,0.0,0.0,0.0,1.0
Mark Scanlon,1.75,170.0,1.75,Orthodox,32.3,1978-07-27,7,2,0,1.75,170.0,1.75,4.13,0.48,15.33,0.79,3.0,0.75,0.75,2.0,0.78
Mark Schultz,1.75,200.0,1.75,Orthodox,17.41,1978-12-18,1,1,0,1.75,200.0,1.75,6.17,0.77,6.17,0.77,3.75,1.0,1.0,0.0,0.5
Mark Weir,1.88,185.0,1.88,Southpaw,35.6,1967-09-19,20,18,1,1.88,185.0,1.88,3.95,0.73,2.59,0.71,0.0,0.0,1.0,3.23,0.51
Markus Perez,1.85,185.0,1.85,Orthodox,31.4,1988-06-22,11,3,0,1.85,185.0,1.85,3.53,0.54,3.58,0.51,1.08,0.27,0.26,1.08,0.79
Marlon Moraes,1.68,135.0,1.7,Orthodox,31.63,1988-04-26,23,6,1,1.68,135.0,1.7,4.22,0.48,3.97,0.46,0.43,0.25,0.25,0.43,0.77
Marlon Vera,1.73,135.0,1.78,Switch,26.86,1992-12-02,15,5,1,1.73,135.0,1.78,5.59,0.61,5.39,0.63,1.52,0.5,0.56,1.9,0.71
Martin Bravo,1.73,145.0,1.8,Southpaw,26.0,1993-09-21,12,3,0,1.73,145.0,1.8,11.39,0.47,8.51,0.49,2.16,0.4,0.0,0.0,0.8
Martin Day,1.78,135.0,1.85,Orthodox,30.04,1988-11-10,8,3,0,1.78,135.0,1.85,8.47,0.58,8.47,0.58,1.0,1.0,1.0,2.0,0.73
Martin Kampmann,1.83,170.0,1.83,Orthodox,31.37,1982-04-17,20,7,0,1.83,170.0,1.83,3.84,0.38,4.68,0.44,2.46,0.32,0.43,0.49,0.74
Martin Svensson,1.85,155.0,1.83,0,30.84,1985-04-25,14,6,0,1.85,155.0,1.83,2.64,0.45,2.64,0.45,0.0,0.0,0.0,0.0,0.7
Marvin Eastman,1.75,185.0,1.85,Orthodox,36.66,1971-06-08,17,14,1,1.75,185.0,1.85,3.57,0.46,4.56,0.64,0.49,0.25,0.1,0.0,0.53
Marvin Vettori,1.83,185.0,1.88,Southpaw,26.06,1993-09-20,14,4,1,1.83,185.0,1.88,5.57,0.46,5.08,0.42,1.4,0.39,0.31,0.4,0.74
Maryna Moroz,1.7,125.0,1.7,Orthodox,28.52,1991-09-08,10,3,0,1.7,125.0,1.7,5.53,0.34,4.4,0.32,0.6,0.16,0.0,0.2,0.77
Masanori Kanehara,1.7,135.0,1.7,Orthodox,33.12,1982-11-19,25,13,5,1.7,135.0,1.7,8.48,0.82,3.61,0.59,1.62,0.67,0.4,1.21,0.58
Masio Fullen,1.78,145.0,1.78,Orthodox,29.32,1986-10-06,10,6,0,1.78,145.0,1.78,3.16,0.37,3.16,0.37,0.47,0.33,0.33,0.0,0.62
Masutatsu Yano,1.75,198.0,1.75,Orthodox,24.36,1975-07-11,2,4,1,1.75,198.0,1.75,3.29,0.44,3.29,0.44,1.83,0.33,0.33,0.0,0.29
Matheus Nicolau,1.68,125.0,1.68,0,25.56,1993-01-06,13,3,1,1.68,125.0,1.68,6.03,0.62,5.49,0.59,3.04,0.75,0.75,2.79,0.76
Mats Nilsson,1.85,170.0,1.88,Orthodox,31.08,1983-12-05,11,4,1,1.85,170.0,1.88,4.48,0.49,6.44,0.44,3.87,0.83,0.56,2.32,0.69
Matt Andersen,1.88,230.0,1.88,Southpaw,24.97,1971-05-29,14,8,1,1.88,230.0,1.88,0.9,1.0,5.97,0.69,0.0,0.0,1.0,0.0,0.61
Matt Arroyo,1.78,170.0,1.83,Orthodox,26.42,1982-09-01,3,3,0,1.78,170.0,1.83,9.87,0.9,9.87,0.9,2.0,0.4,0.4,5.0,0.5
Matt Bessette,1.78,145.0,1.78,Orthodox,33.06,1984-12-28,22,9,0,1.78,145.0,1.78,3.67,0.35,3.67,0.35,0.0,0.0,0.0,0.0,0.71
Matt Brown,1.83,170.0,1.9,Orthodox,38.92,1981-01-10,24,16,0,1.83,170.0,1.9,4.17,0.58,4.17,0.58,0.74,0.33,0.33,0.37,0.6
Matt Dwyer,1.93,170.0,1.93,Orthodox,26.12,1989-12-17,8,4,0,1.93,170.0,1.93,2.83,0.36,3.0,0.38,0.44,0.1,0.2,0.0,0.67
Matt Frevola,1.75,155.0,1.8,Orthodox,29.34,1990-06-11,8,1,1,1.75,155.0,1.8,3.8,0.42,4.02,0.43,3.26,0.38,0.38,0.98,0.8
Matt Grice,1.73,145.0,1.78,Orthodox,31.57,1981-07-29,15,5,0,1.73,145.0,1.78,7.24,0.62,6.5,0.6,1.79,0.25,0.31,0.72,0.75
Matt Hamill,1.85,205.0,1.93,Orthodox,37.01,1976-10-05,12,5,0,1.85,205.0,1.93,4.81,0.49,3.98,0.44,2.63,0.25,0.0,0.0,0.71
Matt Hobar,1.78,135.0,1.78,Southpaw,27.91,1987-01-07,9,3,0,1.78,135.0,1.78,5.52,0.53,7.41,0.55,3.66,0.44,0.67,0.0,0.75
Matt Horwich,1.85,185.0,1.85,Orthodox,30.5,1978-10-02,26,19,1,1.85,185.0,1.85,3.8,0.83,4.7,0.79,0.0,0.0,0.6,4.0,0.57
Matt Hughes,1.75,170.0,1.85,Switch,37.95,1973-10-13,45,9,0,1.75,170.0,1.85,4.42,0.55,2.54,0.37,1.18,0.5,0.5,0.39,0.83
Matt Lindland,1.83,185.0,1.88,Southpaw,35.26,1970-05-17,22,9,0,1.83,185.0,1.88,5.71,0.73,4.88,0.73,2.63,0.5,0.55,2.25,0.71
Matt Lucas,1.85,205.0,1.85,0,22.62,1989-03-30,14,2,0,1.85,205.0,1.85,3.2,0.64,3.2,0.64,1.0,0.1,0.1,0.0,0.88
Matt Mitrione,1.91,265.0,2.01,Switch,37.51,1978-07-15,9,5,0,1.91,265.0,2.01,3.5,0.46,4.64,0.48,0.0,0.0,0.33,0.0,0.64
Matt Sayles,1.7,145.0,1.73,Orthodox,25.79,1994-02-21,8,3,0,1.7,145.0,1.73,5.86,0.45,5.8,0.51,0.0,0.0,0.0,0.46,0.73
Matt Schnell,1.73,125.0,1.78,Orthodox,29.93,1990-01-15,14,5,0,1.73,125.0,1.78,4.39,0.38,4.0,0.33,0.39,0.2,0.2,1.54,0.74
Matt Serra,1.68,170.0,1.73,Orthodox,36.32,1974-06-02,11,7,0,1.68,170.0,1.73,4.63,0.44,4.63,0.44,0.33,0.5,0.5,0.0,0.61
Matt Van Buren,1.96,205.0,1.93,0,28.6,1986-06-12,7,4,0,1.96,205.0,1.93,9.44,0.51,8.95,0.58,0.0,0.0,0.0,0.0,0.64
Matt Veach,1.8,155.0,1.8,Orthodox,28.86,1981-05-31,15,4,0,1.8,155.0,1.8,1.85,0.4,6.75,0.61,3.64,0.38,0.33,1.46,0.79
Matt Wiman,1.78,155.0,1.73,Orthodox,36.22,1983-09-19,16,9,0,1.78,155.0,1.73,3.55,0.62,4.45,0.66,0.3,0.14,0.29,0.6,0.64
Matthew Lopez,1.7,135.0,1.75,Southpaw,31.88,1987-01-21,10,4,0,1.7,135.0,1.75,4.84,0.58,4.86,0.53,3.93,0.58,0.5,1.12,0.71
Matthew Riddle,1.85,170.0,1.88,Southpaw,27.09,1986-01-14,7,3,0,1.85,170.0,1.88,6.76,0.6,6.76,0.6,3.54,0.5,0.5,0.21,0.7
Maurice Greene,2.01,258.0,2.03,0,33.54,1986-07-05,8,5,0,2.01,258.0,2.03,5.16,0.48,5.58,0.5,0.0,0.0,0.0,0.0,0.62
Maurice Smith,1.88,221.0,1.88,Orthodox,38.93,1961-12-13,12,13,0,1.88,221.0,1.88,3.39,0.85,4.18,0.82,0.0,0.0,0.88,0.54,0.48
Mauricio Rua,1.85,205.0,1.93,Orthodox,37.97,1981-11-25,26,11,1,1.85,205.0,1.93,5.21,0.55,5.75,0.6,1.69,0.55,0.38,0.0,0.68
Max Griffin,1.8,170.0,1.93,Orthodox,34.27,1985-11-29,15,8,0,1.8,170.0,1.93,5.41,0.6,5.15,0.54,3.0,0.6,0.58,0.6,0.65
Max Holloway,1.8,145.0,1.75,Orthodox,28.03,1991-12-04,21,5,0,1.8,145.0,1.75,8.76,0.48,8.76,0.48,0.14,1.0,1.0,0.14,0.81
Maximo Blanco,1.73,145.0,1.8,Orthodox,32.92,1983-10-16,12,8,1,1.73,145.0,1.8,7.03,0.56,7.03,0.56,2.45,0.36,0.36,0.31,0.57
Maycee Barber,1.65,125.0,1.65,Switch,21.67,1998-05-18,8,1,0,1.65,125.0,1.65,6.1,0.59,8.73,0.64,0.45,0.2,0.33,0.45,0.89
Mayra Bueno Silva,1.68,135.0,1.68,Orthodox,28.56,1991-08-22,6,1,0,1.68,135.0,1.68,5.22,0.57,5.22,0.57,0.0,0.0,0.0,0.75,0.86
Megan Anderson,1.83,145.0,1.83,Orthodox,30.05,1990-02-11,11,4,0,1.83,145.0,1.83,4.09,0.65,3.79,0.61,0.56,0.33,0.33,0.56,0.73
Mehdi Baghdad,1.85,155.0,1.9,Orthodox,31.23,1985-04-13,11,4,0,1.85,155.0,1.9,3.38,0.33,3.38,0.33,0.0,0.0,0.0,0.0,0.73
Melinda Fabian,1.68,125.0,1.68,0,31.0,1987-06-25,4,4,2,1.68,125.0,1.68,5.27,0.44,5.27,0.44,0.0,0.0,0.0,0.0,0.4
Melton Bowen,1.83,225.0,1.83,Orthodox,25.42,1969-07-16,0,1,0,1.83,225.0,1.83,10.04,0.81,6.07,0.41,0.0,0.0,0.67,0.0,0.0
Melvin Guillard,1.75,155.0,1.73,Orthodox,30.94,1983-03-30,48,15,3,1.75,155.0,1.73,3.56,0.4,4.12,0.42,0.0,0.0,0.2,0.37,0.73
Merab Dvalishvili,1.68,135.0,1.73,Orthodox,29.1,1991-01-10,10,4,0,1.68,135.0,1.73,9.6,0.57,6.57,0.58,7.8,0.45,0.48,0.0,0.71
Michael Bisping,1.85,185.0,1.9,Orthodox,38.74,1979-02-28,31,9,0,1.85,185.0,1.9,4.53,0.37,4.53,0.37,0.0,0.0,0.0,0.0,0.78
Michael Chiesa,1.85,170.0,1.9,Southpaw,32.13,1987-12-07,17,4,0,1.85,170.0,1.9,4.22,0.61,3.55,0.62,5.49,0.68,0.61,0.32,0.81
Michael Graves,1.78,170.0,1.8,0,25.56,1991-01-08,6,0,1,1.78,170.0,1.8,2.35,0.66,2.26,0.68,3.33,0.38,0.43,0.67,0.86
Michael Johnson,1.78,155.0,1.85,Southpaw,33.39,1986-06-04,20,15,0,1.78,155.0,1.85,4.83,0.43,5.18,0.44,0.23,0.25,0.25,0.0,0.57
Michael Kuiper,1.83,185.0,1.85,Orthodox,24.39,1989-06-07,12,3,0,1.83,185.0,1.85,5.03,0.64,4.41,0.63,2.3,0.56,0.28,0.0,0.8
Michael McBride,1.85,155.0,1.9,Orthodox,31.12,1986-03-09,8,3,0,1.85,155.0,1.9,7.5,0.6,7.78,0.64,1.85,0.43,0.7,1.24,0.73
Michael McDonald,1.75,135.0,1.78,Orthodox,25.49,1991-01-15,17,4,0,1.75,135.0,1.78,2.48,0.44,3.83,0.53,0.0,0.0,0.38,1.31,0.81
Michael Patt,1.83,205.0,1.83,Orthodox,22.47,1986-09-18,12,4,0,1.83,205.0,1.83,1.88,0.31,2.71,0.37,0.0,0.0,0.0,0.0,0.75
Michael Trizano,1.8,155.0,1.8,Orthodox,27.38,1991-12-31,9,1,0,1.8,155.0,1.8,3.52,0.53,3.52,0.53,0.67,0.5,0.5,0.67,0.9
Michal Oleksiejczuk,1.83,205.0,1.88,Southpaw,25.0,1995-02-22,14,4,0,1.83,205.0,1.88,6.34,0.62,5.67,0.61,1.05,0.67,0.6,0.0,0.78
Michel Pereira,1.85,170.0,1.85,Orthodox,26.36,1993-10-06,23,11,0,1.85,170.0,1.85,3.94,0.56,7.12,0.65,2.0,0.57,0.25,0.0,0.68
Michel Prazeres,1.68,170.0,1.7,Orthodox,37.58,1981-07-25,26,3,0,1.68,170.0,1.7,3.41,0.59,3.93,0.59,3.65,0.38,0.39,1.31,0.9
Michel Quinones,1.78,155.0,1.85,Orthodox,32.89,1984-12-22,8,3,0,1.78,155.0,1.85,2.91,0.3,4.02,0.4,0.0,0.0,0.6,0.0,0.73
Michelle Waterson,1.6,115.0,1.57,Orthodox,33.76,1986-01-06,17,7,0,1.6,115.0,1.57,5.02,0.57,6.06,0.61,1.41,0.33,0.3,0.35,0.71
Michihiro Omigawa,1.68,145.0,1.73,Orthodox,36.63,1975-12-19,13,13,1,1.68,145.0,1.73,4.49,0.54,4.49,0.54,1.2,0.32,0.32,1.0,0.48
Michinori Tanaka,1.65,135.0,1.7,Orthodox,26.34,1990-10-04,11,3,0,1.65,135.0,1.7,4.76,0.56,2.75,0.45,2.4,0.39,0.5,0.2,0.79
Mickael Lebout,1.8,155.0,1.85,Orthodox,28.19,1987-08-16,14,5,1,1.8,155.0,1.85,3.27,0.4,3.22,0.47,0.0,0.0,0.4,0.0,0.7
Mickey Gall,1.88,170.0,1.88,Switch,27.53,1992-01-22,6,2,0,1.88,170.0,1.88,4.02,0.56,3.91,0.55,1.28,0.33,0.33,1.91,0.75
Miesha Tate,1.68,135.0,1.65,Orthodox,30.24,1986-08-18,18,7,0,1.68,135.0,1.65,3.83,0.55,4.28,0.54,0.84,0.17,0.24,1.25,0.72
Miguel Baeza,1.88,170.0,1.88,Orthodox,27.14,1992-08-23,8,0,0,1.88,170.0,1.88,4.65,0.57,4.65,0.57,1.99,1.0,1.0,0.0,1.0
Miguel Torres,1.75,135.0,1.93,Orthodox,31.26,1981-01-18,39,5,0,1.75,135.0,1.93,6.75,0.6,4.49,0.53,0.0,0.0,0.25,0.93,0.89
Mike Brown,1.68,145.0,1.78,Orthodox,37.94,1975-09-08,26,9,0,1.68,145.0,1.78,7.12,0.67,6.51,0.62,2.96,0.3,0.28,0.0,0.74
Mike Ciesnolevicz,1.83,235.0,1.83,Orthodox,29.32,1979-10-28,19,4,0,1.83,235.0,1.83,0.0,0.0,1.9,0.33,0.0,0.0,0.0,28.57,0.83
Mike Davis,1.83,155.0,1.83,Orthodox,27.01,1992-10-07,8,2,0,1.83,155.0,1.83,6.58,0.58,4.42,0.36,1.25,1.0,0.0,0.0,0.8
Mike Easton,1.68,135.0,1.78,Southpaw,30.39,1984-01-25,13,5,0,1.68,135.0,1.78,4.55,0.41,5.67,0.46,0.8,0.21,0.38,0.0,0.72
Mike Grundy,1.7,145.0,1.83,Orthodox,32.2,1987-01-03,12,1,0,1.7,145.0,1.83,3.71,0.61,2.27,0.23,1.55,0.33,0.0,0.0,0.92
Mike Guymon,1.83,170.0,1.88,Orthodox,36.35,1974-09-17,12,5,1,1.83,170.0,1.88,6.36,0.81,1.87,0.6,1.87,0.38,0.27,1.25,0.67
Mike Jackson,1.88,170.0,1.88,Orthodox,33.22,1985-03-22,1,1,0,1.88,170.0,1.88,8.38,0.72,8.38,0.72,0.95,1.0,1.0,0.0,0.5
Mike King,1.91,185.0,1.9,0,30.96,1983-08-04,5,1,0,1.91,185.0,1.9,7.02,0.58,7.02,0.58,1.75,0.25,0.25,3.51,0.83
Mike Kyle,1.93,205.0,1.96,Orthodox,24.85,1980-03-31,19,9,1,1.93,205.0,1.96,10.46,0.77,5.29,0.68,1.85,0.5,0.5,1.85,0.66
Mike Lullo,1.73,145.0,1.73,Orthodox,32.15,1979-07-24,8,3,0,1.73,145.0,1.73,4.92,0.52,6.96,0.65,1.18,0.11,0.17,0.59,0.73
Mike Massenzio,1.88,185.0,1.85,Southpaw,29.51,1982-11-01,13,6,0,1.88,185.0,1.85,2.94,0.52,2.94,0.48,2.68,0.22,0.27,0.6,0.68
