name,height,weight,reach,age,dob,wins,losses,draws,str_landed_per_min,str_acc,str_absorb_per_min,str_def,td_avg,td_acc,td_def,sub_avg,win_percentage
Lukasz Sajewski,1.73,155.0,1.8,25.87,1990-11-27,13,2,0,2.59,0.42,6.31,0.47,3.1,0.33,1.0,0.0,0.87
Luke Barnatt,1.98,185.0,1.96,27.09,1988-04-13,7,3,0,6.53,0.64,2.87,0.54,1.0,0.5,0.56,0.0,0.7
Luke Caudillo,1.7,155.0,1.7,26.96,1980-11-30,17,15,0,2.46,0.61,15.85,0.88,0.0,0.0,0.25,0.0,0.53
Luke Cummo,1.83,170.0,1.88,28.29,1980-04-27,5,6,0,2.8,0.69,2.93,0.69,1.0,0.5,0.57,1.0,0.45
Luke Jumeau,1.8,170.0,1.83,31.64,1988-02-12,12,5,0,1.6,0.25,1.6,0.25,0.0,,,0.0,0.71
Luke Rockhold,1.91,205.0,1.96,34.72,1984-10-17,16,4,0,2.56,0.44,2.56,0.44,0.0,0.0,0.0,0.0,0.8
Luke Sanders,1.68,135.0,1.7,33.18,1985-12-12,12,3,0,6.81,0.53,6.81,0.52,0.0,0.0,,0.0,0.8
Luke Zachrich,1.88,185.0,1.88,32.89,1981-12-19,14,3,0,5.39,0.51,5.39,0.51,0.0,0.0,0.0,0.0,0.82
Lyman Good,1.83,170.0,1.88,34.44,1985-05-26,20,5,0,6.06,0.51,6.06,0.51,0.0,,,0.0,0.8
Lyoto Machida,1.85,185.0,1.88,39.95,1978-05-30,23,8,0,1.83,0.5,0.33,0.17,0.0,,,0.0,0.74
Mac Danzig,1.73,155.0,1.78,33.95,1980-01-02,21,12,1,6.07,0.66,6.07,0.66,0.0,0.0,0.0,0.0,0.62
Maciej Jewtuszko,1.83,155.0,1.83,30.07,1981-01-31,8,0,0,3.0,0.52,3.0,0.52,0.0,,,0.0,1.0
Mackens Semerzier,1.75,145.0,1.83,31.33,1980-11-03,8,4,0,4.33,0.75,4.33,0.75,0.0,,,0.0,0.67
Mackenzie Dern,1.63,115.0,1.6,26.55,1993-03-24,6,1,0,3.33,0.29,3.33,0.29,0.0,0.0,0.0,0.0,0.86
Macy Chiasson,1.8,135.0,1.83,28.56,1991-07-27,6,1,0,10.27,0.61,3.33,0.6,3.0,0.38,0.0,0.0,0.86
Mads Burnell,1.73,145.0,1.75,24.23,1994-03-06,9,2,0,5.52,0.58,5.52,0.58,7.1,0.5,0.5,0.0,0.82
Magnus Cedenblad,1.96,185.0,2.01,34.61,1982-04-10,14,4,0,9.0,0.57,9.0,0.57,5.19,1.0,1.0,0.0,0.78
Magomed Ankalaev,1.91,205.0,1.9,27.74,1992-06-02,13,0,0,12.7,0.67,12.7,0.67,0.0,,,0.0,1.0
Magomed Bibulatov,1.65,125.0,1.65,30.45,1988-08-22,13,2,0,4.4,0.62,3.47,0.58,4.0,0.5,0.33,0.0,0.87
Magomed Mustafaev,1.73,155.0,1.8,31.56,1988-08-02,13,3,0,2.4,0.64,2.4,0.64,8.0,0.73,0.73,0.0,0.81
Maia Stevenson,1.63,115.0,1.57,35.88,1982-03-19,6,4,0,2.87,0.69,6.53,0.71,3.92,1.0,0.5,0.0,0.6
Maiquel Falcao,1.8,185.0,1.8,29.7,1981-03-08,27,4,0,3.6,0.7,3.6,0.7,1.0,1.0,1.0,3.0,0.87
Mairbek Taisumov,1.75,155.0,1.85,31.08,1988-08-08,26,6,0,3.4,0.32,3.4,0.32,0.0,0.0,0.0,0.0,0.81
Makhmud Muradov,1.88,185.0,1.9,29.83,1990-02-08,23,6,0,6.43,0.5,2.76,0.41,1.06,1.0,0.0,1.06,0.79
Maki Pitolo,1.78,170.0,1.9,28.86,1990-11-24,12,4,0,6.87,0.52,6.87,0.52,0.0,0.0,0.0,1.0,0.75
Makwan Amirkhani,1.78,145.0,1.83,30.98,1988-11-08,14,4,0,1.58,0.47,11.08,0.74,3.1,0.16,,1.03,0.78
Mallory Martin,1.63,115.0,1.6,25.85,1994-01-29,6,2,0,2.71,0.44,3.19,0.57,0.0,,0.75,0.0,0.75
Manny Bermudez,1.78,145.0,1.8,25.26,1994-07-16,13,2,0,13.36,0.76,13.36,0.76,5.42,1.0,1.0,0.0,0.87
Manuel Rodriguez,1.75,170.0,1.73,27.64,1985-04-25,10,3,0,3.43,0.68,3.43,0.68,9.09,0.75,0.75,0.0,0.77
Manvel Gamburyan,1.65,135.0,1.7,35.54,1981-05-08,17,11,0,2.25,0.5,2.25,0.5,0.0,0.0,0.0,0.0,0.61
Mara Romero Borella,1.68,125.0,1.75,33.7,1986-06-03,11,7,0,4.27,0.65,4.93,0.58,1.0,0.5,0.33,0.0,0.61
Marc Diakiese,1.78,155.0,1.85,26.54,1993-03-16,13,3,0,3.0,0.41,3.0,0.41,4.0,0.57,0.57,0.0,0.81
Marc-Andre Barriault,1.85,185.0,1.88,29.84,1990-02-18,11,3,0,3.8,0.34,3.8,0.34,0.0,0.0,0.0,0.0,0.79
Marcel Fortuna,1.85,205.0,1.88,32.06,1985-10-22,8,3,0,4.33,0.45,4.33,0.45,1.0,0.11,0.11,1.0,0.73
Marcelo Aguiar,1.78,170.0,1.78,11.43,1989-01-05,2,2,1,4.6,1.0,6.35,0.69,0.0,,0.67,0.0,0.4
Marcelo Golm,1.91,249.0,1.9,26.59,1992-09-15,5,3,0,4.55,0.33,15.45,0.65,0.0,,,0.0,0.62
Marcelo Guimaraes,1.83,185.0,1.85,32.7,1983-06-25,8,2,1,5.04,0.58,9.92,0.7,2.44,0.2,,0.0,0.73
Marcelo Mello,1.7,170.0,1.7,15.67,1983-09-05,0,0,0,6.52,0.6,6.52,0.6,10.87,0.5,0.5,0.0,
Marcin Bandel,1.78,155.0,1.78,25.5,1989-10-10,13,3,0,0.76,0.71,6.84,0.79,0.0,0.0,,0.0,0.81
Marcin Held,1.75,155.0,1.8,25.76,1992-01-18,23,6,0,3.93,0.43,2.87,0.46,3.0,0.3,1.0,1.0,0.79
Marcin Prachnio,1.91,205.0,1.88,30.17,1988-07-14,13,3,0,0.95,0.14,0.95,0.14,0.0,,,0.0,0.81
Marcin Tybura,1.91,249.0,1.98,34.31,1985-11-09,18,5,0,7.73,0.58,2.67,0.4,2.0,0.25,0.0,0.0,0.78
Marcio Alexandre Junior,1.83,185.0,1.9,26.6,1989-05-05,17,3,0,1.87,0.53,1.87,0.53,0.0,,,1.0,0.85
Marcio Cruz,1.93,232.0,1.93,28.69,1978-04-24,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,0.67
Marco Beltran,1.73,125.0,1.75,31.39,1986-05-18,7,7,0,3.0,0.38,2.53,0.27,1.0,1.0,0.0,0.0,0.5
Marco Ruas,1.85,210.0,1.85,38.48,1961-01-23,6,4,2,0.8,0.67,2.4,1.0,3.0,1.0,,6.0,0.5
Marcos Mariano,1.85,155.0,1.93,32.94,1986-10-12,6,5,0,0.33,0.42,0.33,0.42,0.0,,,0.0,0.55
Marcos Rogerio de Lima,1.85,253.0,1.9,34.66,1985-06-25,16,7,1,12.93,0.56,12.93,0.56,0.0,,,0.0,0.67
Marcos Vinicius,1.75,125.0,1.78,33.75,1979-12-05,19,6,1,3.34,0.66,3.34,0.66,0.0,,,0.0,0.73
Marcus Aurelio,1.78,155.0,1.88,36.03,1973-08-18,21,9,0,3.8,0.43,3.8,0.43,3.0,0.2,0.2,1.0,0.7
Marcus Bossett,1.85,215.0,1.85,16.33,1980-08-08,0,2,0,,,,,,,,,0.0
Marcus Brimage,1.63,135.0,1.8,30.28,1985-04-06,6,5,0,6.08,0.53,6.08,0.53,0.0,,,0.0,0.55
Marcus Davis,1.78,170.0,1.78,37.36,1973-08-24,19,9,0,4.62,0.48,4.62,0.48,2.39,0.5,0.5,0.0,0.68
Marcus Jones,1.98,265.0,1.98,36.31,1973-08-15,4,1,0,1.93,0.53,3.29,0.46,8.7,0.75,,2.9,0.8
Marcus LeVesseur,1.75,155.0,1.78,30.4,1982-07-17,22,6,0,1.23,0.58,1.23,0.58,3.36,0.2,0.2,0.0,0.79
Marcus Silveira,1.91,242.0,1.91,15.23,1982-09-30,6,2,0,4.86,0.6,4.86,0.6,8.11,1.0,1.0,8.11,0.75
Marina Rodriguez,1.68,115.0,1.65,32.61,1987-04-29,12,0,1,4.07,0.42,4.07,0.42,0.0,,,0.0,0.92
Mario Bautista,1.75,135.0,1.75,26.61,1993-07-01,8,0,0,2.69,0.27,1.95,0.3,0.0,,,0.0,1.0
Mario Miranda,1.91,185.0,1.88,31.13,1979-07-12,12,2,0,1.93,0.48,1.93,0.48,0.0,,,0.0,0.86
Mario Neto,1.83,229.0,1.83,24.23,1982-06-30,11,4,0,2.27,0.55,2.27,0.55,2.84,1.0,1.0,0.0,0.73
Marion Reneau,1.68,135.0,1.73,41.72,1977-06-20,8,5,1,4.27,0.43,7.53,0.47,1.0,1.0,1.0,0.0,0.57
Mark Bocek,1.73,155.0,1.9,32.48,1981-10-24,12,4,0,7.2,0.52,9.6,0.53,3.0,0.23,0.5,0.0,0.75
Mark Coleman,1.85,205.0,1.9,45.13,1964-12-20,13,10,0,2.6,0.59,11.06,0.73,0.0,,1.0,0.0,0.57
Mark De La Rosa,1.68,135.0,1.65,25.46,1994-08-31,11,3,0,4.64,0.36,6.91,0.48,0.0,0.0,,0.0,0.79
Mark Eddiva,1.73,145.0,1.73,30.09,1986-02-16,5,3,0,5.0,0.58,5.0,0.58,0.0,0.0,0.0,0.0,0.62
Mark Godbeer,1.93,240.0,1.96,34.32,1983-11-22,13,3,0,7.7,0.8,7.7,0.8,0.0,0.0,0.0,0.0,0.81
Mark Hall,1.83,190.0,1.83,17.02,1979-11-29,4,5,0,,,,,,,,,0.44
Mark Holst,1.83,155.0,1.83,25.17,1985-08-14,9,2,0,1.47,0.5,2.32,0.73,0.0,,0.0,0.0,0.82
Mark Hominick,1.73,145.0,1.73,30.33,1982-07-22,19,12,0,5.2,0.72,9.93,0.54,1.0,1.0,0.4,0.0,0.61
Mark Hughes,1.75,205.0,1.75,27.1,1973-10-13,5,2,0,6.8,0.87,6.8,0.87,3.0,0.5,0.5,4.5,0.71
Mark Hunt,1.78,265.0,1.83,44.69,1974-03-23,13,13,1,1.27,0.32,1.27,0.32,0.0,,,0.0,0.48
Mark Kerr,1.91,266.0,1.91,28.82,1968-12-21,13,11,0,3.57,0.5,3.57,0.5,0.0,,,0.0,0.54
Mark Madsen,1.73,155.0,1.83,35.45,1984-09-23,9,0,0,1.33,0.31,1.33,0.31,8.0,0.67,0.67,0.0,1.0
Mark Munoz,1.83,185.0,1.83,37.26,1978-02-09,14,5,0,2.87,0.54,2.87,0.54,9.0,0.56,0.56,0.0,0.74
Mark Robinson,1.83,265.0,1.83,14.61,1986-07-17,1,0,0,0.29,0.5,0.29,0.5,0.0,,,0.0,1.0
Mark Scanlon,1.75,170.0,1.75,32.3,1978-07-27,7,1,0,4.13,0.48,15.33,0.79,3.0,0.75,0.75,2.0,0.88
Mark Schultz,1.75,200.0,1.75,17.41,1978-12-18,0,1,0,6.17,0.77,6.17,0.77,3.75,1.0,1.0,0.0,0.0
Mark Weir,1.88,185.0,1.88,35.6,1967-09-19,19,18,1,3.06,1.0,3.06,1.0,0.0,,,0.0,0.5
Markus Perez,1.85,185.0,1.85,31.4,1988-06-22,11,2,0,3.73,0.54,3.93,0.45,0.0,0.0,0.22,0.0,0.85
Marlon Moraes,1.68,135.0,1.7,31.63,1988-04-26,23,5,1,3.93,0.43,3.93,0.43,1.0,0.5,0.5,0.0,0.79
Marlon Vera,1.73,135.0,1.78,26.86,1992-12-02,15,4,1,6.55,0.62,6.55,0.62,0.0,0.0,0.0,2.26,0.75
Martin Bravo,1.73,145.0,1.8,26.0,1993-09-21,11,3,0,14.26,0.45,8.13,0.49,4.6,0.4,,0.0,0.79
Martin Day,1.78,135.0,1.85,30.04,1988-11-10,8,2,0,8.47,0.58,8.47,0.58,1.0,1.0,1.0,2.0,0.8
Martin Kampmann,1.83,170.0,1.83,31.37,1982-04-17,19,7,0,2.7,0.4,2.7,0.4,5.66,0.4,0.4,0.0,0.73
Martin Svensson,1.85,155.0,1.83,30.84,1985-04-25,14,5,0,2.64,0.45,2.64,0.45,0.0,0.0,0.0,0.0,0.74
Marvin Eastman,1.75,185.0,1.85,36.66,1971-06-08,17,13,1,4.8,0.6,4.93,0.68,1.0,0.33,0.12,0.0,0.55
Marvin Vettori,1.83,185.0,1.88,26.06,1993-09-20,13,4,1,5.73,0.42,5.73,0.42,0.0,,,0.0,0.72
Maryna Moroz,1.7,125.0,1.7,28.52,1991-09-08,9,3,0,11.73,0.59,6.13,0.61,2.0,0.25,,0.0,0.75
Masanori Kanehara,1.7,135.0,1.7,33.12,1982-11-19,24,13,5,10.77,0.95,0.84,0.43,4.2,1.0,,2.1,0.57
Masio Fullen,1.78,145.0,1.78,29.32,1986-10-06,9,6,0,2.53,0.35,2.53,0.35,0.0,0.0,0.0,0.0,0.6
Masutatsu Yano,1.75,198.0,1.75,24.36,1975-07-11,2,3,1,3.29,0.44,3.29,0.44,1.83,0.33,0.33,0.0,0.33
Matheus Nicolau,1.68,125.0,1.68,25.56,1993-01-06,11,3,1,1.83,0.44,1.83,0.44,0.0,,,0.0,0.73
Mats Nilsson,1.85,170.0,1.88,31.08,1983-12-05,11,3,1,3.67,0.48,6.2,0.42,5.0,0.83,0.56,3.0,0.73
Matt Andersen,1.88,230.0,1.88,24.97,1971-05-29,14,7,1,0.9,1.0,5.97,0.69,0.0,,1.0,0.0,0.64
Matt Arroyo,1.78,170.0,1.83,26.42,1982-09-01,3,2,0,9.87,0.9,9.87,0.9,2.0,0.4,0.4,5.0,0.6
Matt Bessette,1.78,145.0,1.78,33.06,1984-12-28,22,8,0,3.67,0.35,3.67,0.35,0.0,,,0.0,0.73
Matt Brown,1.83,170.0,1.9,38.92,1981-01-10,24,15,0,4.03,0.68,4.03,0.68,3.02,0.67,0.67,0.0,0.62
Matt Dwyer,1.93,170.0,1.93,26.12,1989-12-17,8,3,0,3.33,0.5,4.07,0.5,1.0,0.12,0.25,0.0,0.73
Matt Frevola,1.75,155.0,1.8,29.34,1990-06-11,8,0,1,3.4,0.44,3.4,0.44,4.0,0.57,0.57,0.0,0.89
Matt Grice,1.73,145.0,1.78,31.57,1981-07-29,15,4,0,6.07,0.53,6.07,0.53,1.0,0.08,0.08,0.0,0.79
Matt Hamill,1.85,205.0,1.93,37.01,1976-10-05,11,5,0,4.93,0.4,7.2,0.5,3.0,0.21,,0.0,0.69
Matt Hobar,1.78,135.0,1.78,27.91,1987-01-07,9,2,0,3.6,0.38,6.4,0.44,2.0,0.22,0.0,0.0,0.82
Matt Horwich,1.85,185.0,1.85,30.5,1978-10-02,26,18,1,3.47,0.79,5.27,0.74,0.0,0.0,0.6,3.0,0.58
Matt Hughes,1.75,170.0,1.85,37.95,1973-10-13,44,9,0,2.81,0.26,2.81,0.26,0.0,,,0.0,0.83
Matt Lindland,1.83,185.0,1.88,35.26,1970-05-17,21,9,0,4.67,0.69,4.67,0.69,4.0,1.0,1.0,4.0,0.7
Matt Lucas,1.85,205.0,1.85,22.62,1989-03-30,14,1,0,3.2,0.64,3.2,0.64,1.0,0.1,0.1,0.0,0.93
Matt Mitrione,1.91,265.0,2.01,37.51,1978-07-15,8,5,0,1.98,0.45,4.31,0.49,0.0,0.0,0.67,0.0,0.62
Matt Sayles,1.7,145.0,1.73,25.79,1994-02-21,8,2,0,1.39,0.67,1.39,0.67,0.0,,,0.0,0.8
Matt Schnell,1.73,125.0,1.78,29.93,1990-01-15,14,4,0,8.18,0.51,8.18,0.51,0.0,0.0,0.0,0.0,0.78
Matt Serra,1.68,170.0,1.73,36.32,1974-06-02,11,6,0,8.87,0.43,8.87,0.43,0.0,0.0,0.0,0.0,0.65
Matt Van Buren,1.96,205.0,1.93,28.6,1986-06-12,7,3,0,9.44,0.51,8.95,0.58,0.0,,0.0,0.0,0.7
Matt Veach,1.8,155.0,1.8,28.86,1981-05-31,14,4,0,1.04,0.64,12.67,0.76,1.73,1.0,,3.46,0.78
Matt Wiman,1.78,155.0,1.73,36.22,1983-09-19,16,8,0,1.33,0.61,1.33,0.61,0.0,,,0.0,0.67
Matthew Lopez,1.7,135.0,1.75,31.88,1987-01-21,10,3,0,5.27,0.51,5.27,0.51,4.0,0.67,0.67,1.0,0.77
Matthew Riddle,1.85,170.0,1.88,27.09,1986-01-14,6,3,0,8.4,0.8,8.4,0.8,5.0,0.36,0.36,0.0,0.67
Maurice Greene,2.01,258.0,2.03,33.54,1986-07-05,7,5,0,3.95,0.7,3.95,0.7,0.0,,,0.0,0.58
Maurice Smith,1.88,221.0,1.88,38.93,1961-12-13,11,13,0,4.0,0.9,4.53,0.76,0.0,,0.8,0.0,0.46
Mauricio Rua,1.85,205.0,1.93,37.97,1981-11-25,26,10,1,3.4,0.47,7.07,0.66,1.0,0.33,0.25,0.0,0.7
Max Griffin,1.8,170.0,1.93,34.27,1985-11-29,15,7,0,4.13,0.65,4.13,0.65,2.0,0.67,0.67,0.0,0.68
Max Holloway,1.8,145.0,1.75,28.03,1991-12-04,21,4,0,5.4,0.44,5.4,0.44,0.0,,,0.0,0.84
Maximo Blanco,1.73,145.0,1.8,32.92,1983-10-16,12,7,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.6
Maycee Barber,1.65,125.0,1.65,21.67,1998-05-18,7,1,0,1.67,0.56,7.47,0.72,0.0,,1.0,1.0,0.88
Mayra Bueno Silva,1.68,135.0,1.68,28.56,1991-08-22,5,1,0,6.13,0.61,6.13,0.61,0.0,,,0.0,0.83
Megan Anderson,1.83,145.0,1.83,30.05,1990-02-11,11,3,0,9.09,0.82,3.98,0.56,0.0,0.0,0.33,0.0,0.79
Mehdi Baghdad,1.85,155.0,1.9,31.23,1985-04-13,11,3,0,4.27,0.32,4.27,0.32,0.0,0.0,0.0,0.0,0.79
Melinda Fabian,1.68,125.0,1.68,31.0,1987-06-25,4,3,2,5.27,0.44,5.27,0.44,0.0,0.0,0.0,0.0,0.44
Melton Bowen,1.83,225.0,1.83,25.42,1969-07-16,0,0,0,10.04,0.81,6.07,0.41,0.0,,0.67,0.0,
Melvin Guillard,1.75,155.0,1.73,30.94,1983-03-30,48,14,3,1.47,0.21,3.4,0.33,0.0,0.0,0.25,0.0,0.74
Merab Dvalishvili,1.68,135.0,1.73,29.1,1991-01-10,10,3,0,7.6,0.47,7.6,0.47,12.0,0.5,0.5,0.0,0.77
Michael Bisping,1.85,185.0,1.9,38.74,1979-02-28,30,9,0,2.8,0.29,2.8,0.29,0.0,,,0.0,0.77
Michael Chiesa,1.85,170.0,1.9,32.13,1987-12-07,16,4,0,3.6,0.5,1.53,0.44,6.0,0.75,0.0,0.0,0.8
Michael Graves,1.78,170.0,1.8,25.56,1991-01-08,5,0,1,1.8,0.68,1.8,0.68,3.0,0.5,0.5,0.0,0.83
Michael Johnson,1.78,155.0,1.85,33.39,1986-06-04,19,15,0,5.4,0.46,6.93,0.5,0.0,,0.25,0.0,0.56
Michael Kuiper,1.83,185.0,1.85,24.39,1989-06-07,12,2,0,1.87,0.8,1.87,0.8,3.5,0.25,0.25,0.0,0.86
Michael McBride,1.85,155.0,1.9,31.12,1986-03-09,8,2,0,9.33,0.59,7.27,0.55,3.0,0.5,0.5,2.0,0.8
Michael McDonald,1.75,135.0,1.78,25.49,1991-01-15,16,4,0,5.15,0.47,5.15,0.47,0.0,,,0.0,0.8
Michael Patt,1.83,205.0,1.83,22.47,1986-09-18,12,3,0,0.78,0.18,0.78,0.18,0.0,,,0.0,0.8
Michael Trizano,1.8,155.0,1.8,27.38,1991-12-31,8,1,0,3.22,0.53,3.22,0.53,0.0,,,0.0,0.89
Michal Oleksiejczuk,1.83,205.0,1.88,25.0,1995-02-22,14,4,0,2.01,0.7,2.01,0.7,0.0,,,0.0,0.78
Michel Pereira,1.85,170.0,1.85,26.36,1993-10-06,22,11,0,4.26,0.6,4.26,0.6,2.28,1.0,1.0,0.0,0.67
Michel Prazeres,1.68,170.0,1.7,37.58,1981-07-25,26,2,0,1.67,0.53,1.67,0.53,3.0,0.23,0.23,0.0,0.93
Michel Quinones,1.78,155.0,1.85,32.89,1984-12-22,8,2,0,3.67,0.34,5.47,0.49,0.0,,0.6,0.0,0.8
Michelle Waterson,1.6,115.0,1.57,33.76,1986-01-06,16,7,0,2.84,0.41,2.84,0.41,0.6,0.11,0.11,0.6,0.7
Michihiro Omigawa,1.68,145.0,1.73,36.63,1975-12-19,13,12,1,4.73,0.56,4.73,0.56,0.0,0.0,0.0,0.0,0.5
Michinori Tanaka,1.65,135.0,1.7,26.34,1990-10-04,10,3,0,3.4,0.5,3.67,0.56,2.0,0.25,0.0,0.0,0.77
Mickael Lebout,1.8,155.0,1.85,28.19,1987-08-16,14,4,1,1.93,0.2,3.53,0.34,0.0,0.0,1.0,0.0,0.74
Mickey Gall,1.88,170.0,1.88,27.53,1992-01-22,5,2,0,4.4,0.49,4.33,0.55,1.0,0.14,0.0,0.0,0.71
Miesha Tate,1.68,135.0,1.65,30.24,1986-08-18,18,6,0,3.2,0.52,7.4,0.71,1.0,0.2,1.0,0.0,0.75
Miguel Baeza,1.88,170.0,1.88,27.14,1992-08-23,7,0,0,4.65,0.57,4.65,0.57,1.99,1.0,1.0,0.0,1.0
Miguel Torres,1.75,135.0,1.93,31.26,1981-01-18,38,5,0,2.42,0.28,2.42,0.28,0.0,,,0.0,0.88
Mike Brown,1.68,145.0,1.78,37.94,1975-09-08,26,8,0,3.61,1.0,7.23,0.35,0.0,,,0.0,0.76
Mike Ciesnolevicz,1.83,235.0,1.83,29.32,1979-10-28,18,4,0,0.0,,1.9,0.33,0.0,0.0,,28.57,0.82
Mike Davis,1.83,155.0,1.83,27.01,1992-10-07,8,1,0,9.56,0.63,6.03,0.37,2.03,1.0,0.0,0.0,0.89
Mike Easton,1.68,135.0,1.78,30.39,1984-01-25,12,5,0,7.33,0.56,5.4,0.52,0.0,0.0,0.62,0.0,0.71
Mike Grundy,1.7,145.0,1.83,32.2,1987-01-03,11,1,0,3.71,0.61,2.27,0.23,1.55,0.33,0.0,0.0,0.92
Mike Guymon,1.83,170.0,1.88,36.35,1974-09-17,12,4,1,2.97,1.0,2.97,1.0,0.0,0.0,0.0,0.0,0.71
Mike Jackson,1.88,170.0,1.88,33.22,1985-03-22,1,0,0,8.6,0.73,8.6,0.73,1.0,1.0,1.0,0.0,1.0
Mike King,1.91,185.0,1.9,30.96,1983-08-04,5,0,0,7.02,0.58,7.02,0.58,1.75,0.25,0.25,3.51,1.0
Mike Kyle,1.93,205.0,1.96,24.85,1980-03-31,18,9,1,15.62,0.77,15.62,0.77,7.81,1.0,1.0,0.0,0.64
Mike Lullo,1.73,145.0,1.73,32.15,1979-07-24,8,2,0,3.8,0.42,7.27,0.64,2.0,0.15,1.0,0.0,0.8
Mike Massenzio,1.88,185.0,1.85,29.51,1982-11-01,12,6,0,2.29,0.47,2.29,0.47,2.45,0.33,0.33,0.0,0.67
Mike Nickels,1.93,205.0,1.93,35.57,1971-12-13,9,4,0,1.35,0.3,0.9,0.4,6.73,0.5,,0.0,0.69
Mike Perry,1.78,170.0,1.8,28.25,1991-09-15,12,6,0,3.33,0.5,3.33,0.5,0.0,,,0.0,0.67
Mike Pierce,1.73,170.0,1.78,33.1,1980-09-01,16,7,0,3.85,0.4,0.0,0.0,28.85,1.0,,0.0,0.7
Mike Pyle,1.83,170.0,1.88,42.46,1975-09-18,27,13,1,1.56,0.2,10.12,0.46,0.0,,,0.0,0.66
Mike Rhodes,1.85,170.0,1.88,25.04,1989-12-04,6,3,0,2.4,0.75,2.4,0.75,0.0,,,0.0,0.67
Mike Ricci,1.83,155.0,1.96,27.51,1986-03-18,8,4,0,2.07,0.3,1.93,0.35,0.0,,0.67,0.0,0.67
Mike Rio,1.78,155.0,1.8,32.56,1981-07-06,9,3,0,1.41,0.33,1.41,0.33,0.0,0.0,0.0,1.51,0.75
Mike Rodriguez,1.93,205.0,2.08,31.06,1988-11-28,10,3,0,3.74,0.5,3.74,0.5,0.0,,,0.0,0.77
Mike Russow,1.85,255.0,1.85,36.38,1976-09-11,14,3,0,3.3,0.57,6.36,0.64,1.7,0.17,1.0,0.0,0.82
Mike Santiago,1.78,145.0,1.75,28.87,1989-07-28,21,11,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.66
Mike Stumpf,1.78,170.0,1.8,26.49,1986-08-01,11,3,0,5.8,0.51,13.13,0.57,2.0,0.25,0.5,0.0,0.79
Mike Swick,1.85,170.0,1.96,36.06,1979-06-19,14,6,0,3.0,0.36,3.0,0.36,0.0,,,0.0,0.7
Mike Wessel,1.83,260.0,1.83,31.07,1977-12-02,10,3,0,6.29,0.78,6.29,0.78,6.29,0.5,0.5,0.0,0.77
Mike Whitehead,1.85,205.0,1.85,24.6,1981-06-29,27,6,0,2.47,0.45,2.47,0.45,5.0,0.42,0.42,0.0,0.82
Mike Wilkinson,1.7,145.0,1.73,28.45,1987-09-15,8,2,0,4.67,0.74,4.67,0.74,0.0,,,2.0,0.8
Mike de la Torre,1.8,145.0,1.8,30.54,1986-09-22,14,6,0,0.57,0.4,12.57,0.71,0.0,,1.0,0.0,0.7
Mike van Arsdale,1.88,205.0,1.88,40.63,1965-06-20,7,5,0,1.28,0.5,4.68,0.79,0.0,0.0,0.0,0.0,0.58
Mikey Burnett,1.68,170.0,1.68,24.74,1974-04-12,4,2,0,7.12,0.38,5.12,0.59,0.0,,0.0,1.88,0.67
Milana Dudieva,1.6,135.0,1.55,27.29,1989-08-04,10,5,0,2.76,0.53,2.76,0.53,2.3,0.5,0.5,0.0,0.67
Miles Johns,1.7,135.0,1.68,25.86,1994-03-30,9,1,0,1.95,0.3,1.95,0.3,0.0,,,0.0,0.9
Milton Vieira,1.83,145.0,1.83,34.3,1978-10-04,13,8,1,3.87,0.69,3.87,0.69,5.0,0.83,0.83,0.0,0.59
Minoki Ichihara,1.7,178.0,1.7,14.28,1979-11-29,0,0,0,2.34,0.75,21.44,0.96,0.0,,1.0,0.0,
Minotauro Nogueira,1.91,240.0,1.96,39.16,1976-06-02,33,10,1,5.6,0.61,6.27,0.6,1.0,0.07,,0.0,0.75
Miranda Granger,1.7,125.0,1.73,27.69,1992-04-13,6,1,0,1.34,0.56,1.34,0.56,0.0,,,0.0,0.86
Mirko Cro Cop,1.88,230.0,1.85,40.58,1974-09-10,30,11,2,2.37,0.54,2.37,0.54,0.0,0.0,0.0,0.0,0.7
Mirsad Bektic,1.73,145.0,1.78,28.98,1991-02-16,12,3,0,1.93,0.39,1.93,0.39,3.0,0.3,0.3,1.0,0.8
Misha Cirkunov,1.91,205.0,1.96,32.55,1987-02-27,14,5,0,6.06,0.76,6.06,0.76,4.13,0.5,0.5,4.13,0.74
Mitch Clarke,1.78,155.0,1.85,31.79,1985-11-24,11,4,0,3.54,0.38,3.54,0.38,0.0,0.0,0.0,0.0,0.73
Mitch Gagnon,1.65,135.0,1.65,34.56,1984-10-10,12,4,0,1.53,0.37,1.53,0.37,0.0,0.0,0.0,2.0,0.75
Mizuki Inoue,1.6,125.0,1.65,25.03,1994-08-19,13,5,0,6.8,0.48,9.07,0.48,0.0,0.0,0.0,0.0,0.72
Mizuto Hirota,1.7,155.0,1.7,37.58,1981-05-05,19,9,2,3.13,0.55,3.13,0.55,0.0,,,1.0,0.63
Molly McCann,1.63,125.0,1.57,29.46,1990-05-04,10,1,0,8.4,0.5,8.4,0.5,5.0,0.36,0.36,1.0,0.91
Montana De La Rosa,1.7,125.0,1.73,25.0,1995-02-14,10,5,0,4.93,0.58,4.93,0.58,1.0,0.33,0.33,1.0,0.67
